Measure Mode: process_time_time
Thread ID: 53499760661280
Fiber ID: 53499815771480
Total: 0.021020
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.06      0.000     0.000     0.000     0.000        3   ActiveRecord::ConnectionAdapters::ConnectionHandler#retrieve_connection
  0.06      0.000     0.000     0.000     0.000        2   ActionView::Base#debug_assets
  0.06      0.000     0.000     0.000     0.000        8   ThreadSafe::NonConcurrentCacheBackend#[]=
  0.06      0.000     0.000     0.000     0.000        2   Float#to_s
  0.06      0.000     0.000     0.000     0.000        5   ActiveRecord::ConnectionAdapters::ConnectionHandler#class_to_pool
  0.06      0.000     0.000     0.000     0.000        1   <Module::Marshal>#load_without_autoloading
  0.06      0.000     0.000     0.000     0.000        2   Rack::Request#scheme
  0.06      0.000     0.000     0.000     0.000        7   <Class::ActiveRecord::RuntimeRegistry>#connection_handler
  0.06      0.000     0.000     0.000     0.000        3   Hash#transform_keys!
  0.06      0.000     0.000     0.000     0.000        1   ActionController::LogSubscriber#start_processing
  0.06      0.000     0.000     0.000     0.000        2   ActionView::Layouts#_normalize_options
  0.06      0.000     0.000     0.000     0.000        5   ActionDispatch::Request#request_method
  0.06      0.000     0.000     0.000     0.000        3   ActiveSupport::Inflector#constantize
  0.06      0.000     0.000     0.000     0.000       11   String#to_i
  0.06      0.000     0.000     0.000     0.000        1   ActionDispatch::Cookies::SignedCookieJar#verify
  0.06      0.000     0.000     0.000     0.000        3   ActionDispatch::Http::Parameters#parameters
  0.06      0.000     0.000     0.000     0.000        3   ActionDispatch::Response::Buffer#initialize
  0.06      0.018     0.000     0.000     0.018        1   Rails::Rack::Logger#call_app
  0.06      0.000     0.000     0.000     0.000        8   <Class::ActionView::Base>#logger
  0.06      0.000     0.000     0.000     0.000        2   AbstractController::Rendering#_normalize_render
  0.06      0.000     0.000     0.000     0.000        2   IPAddr#in_addr
  0.06      0.013     0.000     0.000     0.013        1   ActionController::ImplicitRender#send_action
  0.06      0.000     0.000     0.000     0.000        6   <Class::ActiveRecord::LogSubscriber>#runtime
  0.06      0.002     0.000     0.000     0.002        1   Analytical::Api#head_append_javascript
  0.06      0.000     0.000     0.000     0.000        2   ActionView::Rendering#_normalize_args
  0.06      0.000     0.000     0.000     0.000        3   Analytical::Modules::Console#init_javascript
  0.06      0.000     0.000     0.000     0.000        4   ActionView::PathSet#_find_all
  0.06      0.000     0.000     0.000     0.000        3   Rack::Utils::KeySpaceConstrainedParams#to_params_hash
  0.06      0.017     0.000     0.000     0.017        1   ActiveRecord::QueryCache#call
  0.06      0.000     0.000     0.000     0.000        4   ActionDispatch::Request::Session#options
  0.06      0.000     0.000     0.000     0.000        2   <Module::Process>#clock_gettime
  0.06      0.000     0.000     0.000     0.000        1   ActionView::LookupContext::Accessors#default_locale
  0.06      0.000     0.000     0.000     0.000        3   Analytical::Modules::Google#init_javascript
  0.05      0.000     0.000     0.000     0.000        8   ActiveSupport::Notifications::Fanout::Subscribers::Evented#start
  0.05      0.000     0.000     0.000     0.000        7   <Module::Process>#pid
  0.05      0.000     0.000     0.000     0.000        1   #<Module:0x006150c8703850>#protect_against_forgery?
  0.05      0.000     0.000     0.000     0.000        1   ActionDispatch::Journey::GTG::Simulator#memos
  0.05      0.000     0.000     0.000     0.000        7   Hash#values
  0.05      0.000     0.000     0.000     0.000        3   Hash#as_json
  0.05      0.000     0.000     0.000     0.000        6   Analytical::SessionCommandStore#commands=
  0.05      0.001     0.000     0.000     0.001        8   ActiveSupport::Notifications::Fanout::Subscribers::Evented#finish
  0.05      0.000     0.000     0.000     0.000        2   ActiveRecord::LogSubscriber#sql
  0.05      0.001     0.000     0.000     0.001        1   ActionView::PartialRenderer#render
  0.05      0.003     0.000     0.000     0.003        1   Sprockets::Rails::Helper#stylesheet_link_tag
  0.05      0.000     0.000     0.000     0.000        1   ActionDispatch::RemoteIp::GetIp#calculate_ip
  0.05      0.000     0.000     0.000     0.000        4   Kernel#=~
  0.05      0.000     0.000     0.000     0.000        1   ActionView::PartialRenderer#retrieve_variable
  0.05      0.000     0.000     0.000     0.000        2   ActionDispatch::Http::MimeNegotiation#formats
  0.05      0.000     0.000     0.000     0.000        5   Rack::Request#query_string
  0.05      0.000     0.000     0.000     0.000        1   ActionController::Base#_wrapper_options
  0.05      0.001     0.000     0.000     0.001        3  *ActionDispatch::Session::StaleSessionCheck#stale_session_check!
  0.05      0.000     0.000     0.000     0.000        2   ActionController::Parameters#convert_value_to_parameters
  0.05      0.013     0.000     0.000     0.013        3   ActiveSupport::Callbacks::Filters::End#call
  0.05      0.000     0.000     0.000     0.000       10   Array#blank?
  0.05      0.000     0.000     0.000     0.000        6   ActionDispatch::Request::Session#load_for_write!
  0.05      0.000     0.000     0.000     0.000        3   Hash#to_json_with_active_support_encoder
  0.05      0.000     0.000     0.000     0.000        2   ActionView::Helpers::AssetUrlHelper#compute_asset_extname
  0.05      0.000     0.000     0.000     0.000        4   I18n::Base#config
  0.05      0.014     0.000     0.000     0.014        1   AbstractController::Callbacks#process_action
  0.05      0.000     0.000     0.000     0.000        4   Regexp#=~
  0.05      0.000     0.000     0.000     0.000        1   IPAddr#to_range
  0.05      0.000     0.000     0.000     0.000        2   ActionController::Rendering#_normalize_options
  0.05      0.000     0.000     0.000     0.000        1   ActiveSupport::SecurityUtils#secure_compare
  0.05      0.000     0.000     0.000     0.000        3   Rack::Utils::KeySpaceConstrainedParams#initialize
  0.05      0.000     0.000     0.000     0.000        4   ActiveRecord::ConnectionAdapters::ConnectionPool#connection
  0.05      0.000     0.000     0.000     0.000        7   Fixnum#to_default_s
  0.05      0.000     0.000     0.000     0.000        1   ActionDispatch::Response#assign_default_content_type_and_charset!
  0.05      0.000     0.000     0.000     0.000        6   JSON::Ext::Generator::GeneratorMethods::String#to_json_without_active_support_encoder
  0.05      0.000     0.000     0.000     0.000        2   Rack::Request#forwarded_scheme
  0.05      0.000     0.000     0.000     0.000        2   ActionDispatch::Http::Cache::Response#prepare_cache_control!
  0.05      0.000     0.000     0.000     0.000        7   <Class::ActiveRecord::Base>#default_connection_handler
  0.05      0.000     0.000     0.000     0.000        6   Module#name
  0.05      0.002     0.000     0.000     0.002        1   ActionController::Rendering#render_to_string
  0.05      0.000     0.000     0.000     0.000        3   URI::Generic#set_userinfo
  0.05      0.000     0.000     0.000     0.000        2   ActionController::Rendering#_process_options
  0.05      0.000     0.000     0.000     0.000        1   <Module::OpenSSL::Random>#random_bytes
  0.05      0.000     0.000     0.000     0.000        6   <Class::ActiveSupport::Duration>#===
  0.05      0.000     0.000     0.000     0.000        4   ActionView::LookupContext::ViewPaths#detail_args_for
  0.05      0.000     0.000     0.000     0.000        1   URI::Generic#to_s
  0.05      0.002     0.000     0.000     0.002        2   ActionView::AbstractRenderer#instrument
  0.05      0.000     0.000     0.000     0.000        3   Analytical::Modules::Clicky#init_javascript
  0.05      0.000     0.000     0.000     0.000        3   Object#try!
  0.05      0.014     0.000     0.000     0.014        3   ActiveSupport::Callbacks::CallbackSequence#call
  0.05      0.000     0.000     0.000     0.000        6   <Class::ActiveRecord::RuntimeRegistry>#sql_runtime=
  0.05      0.000     0.000     0.000     0.000        5   Analytical::SessionCommandStore#flush
  0.05      0.013     0.000     0.000     0.013        1   ActionView::TemplateRenderer#render
  0.05      0.000     0.000     0.000     0.000        3   ActionView::Helpers::UrlHelper#convert_options_to_data_attributes
  0.05      0.000     0.000     0.000     0.000        2   ActionView::LookupContext::ViewPaths#find
  0.05      0.000     0.000     0.000     0.000        2   ActionController::Base#_renderers
  0.05      0.000     0.000     0.000     0.000        2   ActionDispatch::Http::Parameters#normalize_encode_params
  0.05      0.000     0.000     0.000     0.000        1   ActionView::Rendering#_process_format
  0.05      0.000     0.000     0.000     0.000        3   ActiveRecord::ConnectionHandling#retrieve_connection
  0.05      0.000     0.000     0.000     0.000        5   URI::Generic#default_port
  0.05      0.000     0.000     0.000     0.000        6   <Class::ActiveRecord::RuntimeRegistry>#sql_runtime
  0.05      0.018     0.000     0.000     0.018        1   Rails::Engine#call
  0.05      0.017     0.000     0.000     0.017        1   ActionDispatch::Routing::RouteSet#call
  0.05      0.000     0.000     0.000     0.000        2   Float#to_default_s
  0.05      0.000     0.000     0.000     0.000        2   ActionView::LogSubscriber#render_template
  0.05      0.000     0.000     0.000     0.000        1   ActionDispatch::Journey::Router#find_routes
  0.05      0.000     0.000     0.000     0.000        3   URI::HTTP#initialize
  0.05      0.000     0.000     0.000     0.000        6   ActiveRecord::ConnectionAdapters::ConnectionPool#current_connection_id
  0.05      0.000     0.000     0.000     0.000        2   ActionView::Layouts#_include_layout?
  0.05      0.000     0.000     0.000     0.000        2   Hash#delete_if
  0.05      0.000     0.000     0.000     0.000        2   ActionView::Helpers::ControllerHelper#params
  0.05      0.000     0.000     0.000     0.000        2   SQLite3::Statement#step
  0.05      0.000     0.000     0.000     0.000        2   AbstractController::Rendering#view_assigns
  0.05      0.000     0.000     0.000     0.000        2   Hash#eql?
  0.05      0.000     0.000     0.000     0.000        1   ActionView::TemplateRenderer#determine_template
  0.05      0.000     0.000     0.000     0.000        2   Sprockets::Resolve#parse_accept_options
  0.05      0.000     0.000     0.000     0.000        1   ActionDispatch::Request#POST
  0.05      0.000     0.000     0.000     0.000        1   ActionDispatch::FileHandler#match?
  0.05      0.000     0.000     0.000     0.000        7   <Class::ActiveRecord::RuntimeRegistry>#connection_id
  0.05      0.000     0.000     0.000     0.000        1   ActionDispatch::Cookies::SignedCookieJar#[]=
  0.05      0.000     0.000     0.000     0.000        4   Rack::MockSession#last_response
  0.05      0.000     0.000     0.000     0.000        1   ActionView::Layouts#_layout_for_option
  0.05      0.000     0.000     0.000     0.000        1   Sprockets::Rails::HelperAssetResolvers::Environment#initialize
  0.05      0.000     0.000     0.000     0.000        7   ActiveRecord::ConnectionHandling#connection_id
  0.05      0.000     0.000     0.000     0.000        2   ActionView::Base#assets_environment
  0.05      0.000     0.000     0.000     0.000        6   <Class::ActiveRecord::LogSubscriber>#runtime=
  0.05      0.000     0.000     0.000     0.000        9   Hash#to_hash
  0.04      0.000     0.000     0.000     0.000        3   IPAddr#coerce_other
  0.04      0.000     0.000     0.000     0.000        1   ActionDispatch::RemoteIp::GetIp#filter_proxies
  0.04      0.000     0.000     0.000     0.000        5   BasicObject#!=
  0.04      0.017     0.000     0.000     0.017        1   ActionDispatch::Flash#call
  0.04      0.000     0.000     0.000     0.000        2   ActionController::Parameters#convert_hashes_to_parameters
  0.04      0.000     0.000     0.000     0.000        6   Rack::BodyProxy#initialize
  0.04      0.000     0.000     0.000     0.000        5   Array#*
  0.04      0.000     0.000     0.000     0.000        1   <Module::SecureRandom>#random_bytes
  0.04      0.000     0.000     0.000     0.000        5   Enumerable#inject
  0.04      0.000     0.000     0.000     0.000        1   <Class::ActionDispatch::Cookies::CookieJar>#options_for_env
  0.04      0.000     0.000     0.000     0.000        2   ActionView::Rendering#view_context
  0.04      0.000     0.000     0.000     0.000        8   Fixnum#<<
  0.04      0.000     0.000     0.000     0.000        3   <Module::URI>#parse
  0.04      0.000     0.000     0.000     0.000        2   OpenSSL::Digest::SHA1#initialize
  0.04      0.000     0.000     0.000     0.000        8   <Class::ActionView::Resolver>#caching
  0.04      0.000     0.000     0.000     0.000        1   ActionController::ParamsWrapper#_wrapper_enabled?
  0.04      0.000     0.000     0.000     0.000        4   ActionView::PathSet#find_all
  0.04      0.013     0.000     0.000     0.013        1   Benchmark#realtime
  0.04      0.004     0.000     0.000     0.004        2   Sprockets::Rails::Helper#resolve_asset_path
  0.04      0.000     0.000     0.000     0.000        2   ActiveSupport::HashWithIndifferentAccess#convert_value
  0.04      0.000     0.000     0.000     0.000        2   ActionDispatch::Response#merge_default_headers
  0.04      0.000     0.000     0.000     0.000        3   Float#round
  0.04      0.018     0.000     0.000     0.018        1   Rack::Runtime#call
  0.04      0.018     0.000     0.000     0.018        1   Rails::Rack::Logger#call
  0.04      0.000     0.000     0.000     0.000        1   <Class::ActionDispatch::Journey::Router::Utils>#normalize_path
  0.04      0.004     0.000     0.000     0.004        2   Sprockets::Base#[]
  0.04      0.004     0.000     0.000     0.004        2   Sprockets::Rails::Helper#resolve_asset
  0.04      0.000     0.000     0.000     0.000        2   Rack::Request#parse_query
  0.04      0.000     0.000     0.000     0.000        2   ActionDispatch::Request#cookie_jar
  0.04      0.000     0.000     0.000     0.000        9   String#upcase
  0.04      0.000     0.000     0.000     0.000        4   ActionDispatch::Http::Parameters#path_parameters
  0.04      0.000     0.000     0.000     0.000        1   ActiveRecord::QueryCache#restore_query_cache_settings
  0.04      0.000     0.000     0.000     0.000        2   ActiveRecord::ConnectionHandling#connected?
  0.04      0.000     0.000     0.000     0.000        3   ActiveSupport::InheritableOptions#inheritable_copy
  0.04      0.000     0.000     0.000     0.000        2   ActiveRecord::ConnectionAdapters::ConnectionHandler#connected?
  0.04      0.018     0.000     0.000     0.018        1   ActionDispatch::Static#call
  0.04      0.000     0.000     0.000     0.000        2   Sprockets::Rails::Helper#asset_resolver_strategies
  0.04      0.000     0.000     0.000     0.000        2   Rack::Utils#status_code
  0.04      0.015     0.000     0.000     0.015        7  *<Module::ActiveSupport::Notifications>#instrument
  0.04      0.002     0.000     0.000     0.002        1   ActionView::Helpers::AssetTagHelper#stylesheet_link_tag
  0.04      0.000     0.000     0.000     0.000        2   Rack::Utils::HeaderHash#initialize
  0.04      0.000     0.000     0.000     0.000        2   Kernel#instance_variables
  0.04      0.000     0.000     0.000     0.000        1   IPAddr#include?
  0.04      0.000     0.000     0.000     0.000        1   ActionController::Rendering#_process_format
  0.04      0.000     0.000     0.000     0.000        8   String#match
  0.04      0.000     0.000     0.000     0.000        6   Numeric#quo
  0.04      0.000     0.000     0.000     0.000        2   ActionDispatch::Http::Cache::Response#cache_control_segments
  0.04      0.000     0.000     0.000     0.000        4   Array#reject
  0.04      0.000     0.000     0.000     0.000        2   MonitorMixin::ConditionVariable#initialize
  0.04      0.002     0.000     0.000     0.002        1   ActionView::Helpers::AssetUrlHelper#stylesheet_path
  0.04      0.000     0.000     0.000     0.000        4   ActionView::Rendering#view_renderer
  0.04      0.000     0.000     0.000     0.000        4   Mime::Type#to_sym
  0.04      0.000     0.000     0.000     0.000        1   ActionView::LookupContext#initialize
  0.04      0.000     0.000     0.000     0.000        1   <Module::SecureRandom>#uuid
  0.04      0.000     0.000     0.000     0.000        3   Mime::Type#ref
  0.04      0.000     0.000     0.000     0.000        1   <Class::ActionDispatch::Cookies::CookieJar>#build
  0.04      0.000     0.000     0.000     0.000        3   JSON::Ext::Generator::State#configure
  0.04      0.000     0.000     0.000     0.000        3   <Module::ActiveSupport::JSON>#encode
  0.04      0.000     0.000     0.000     0.000        1   <Class::ActionDispatch::TestResponse>#from_response
  0.04      0.000     0.000     0.000     0.000        2   IPAddr#set
  0.04      0.000     0.000     0.000     0.000        2   Hash#extract!
  0.04      0.000     0.000     0.000     0.000        2   ActiveRecord::TestFixtures#run_in_transaction?
  0.04      0.001     0.000     0.000     0.001        1   ActionDispatch::Request::Session#exists?
  0.04      0.000     0.000     0.000     0.000        4   Hash#values_at
  0.04      0.000     0.000     0.000     0.000        2   I18n::Base#config=
  0.04      0.000     0.000     0.000     0.000        4   ActionView::LookupContext::Accessors#formats
  0.04      0.019     0.000     0.000     0.019        1   Rack::Test::Session#process_request
  0.04      0.000     0.000     0.000     0.000        2   <Class::Rack::Utils::HeaderHash>#new
  0.04      0.017     0.000     0.000     0.017        1   ActionDispatch::Cookies#call
  0.04      0.000     0.000     0.000     0.000        1   Analytical::BotDetector#analytical_is_robot?
  0.04      0.000     0.000     0.000     0.000        2   ActionDispatch::Cookies::ChainedCookieJars#signed_or_encrypted
  0.04      0.000     0.000     0.000     0.000        1   Rack::Request#session
  0.04      0.000     0.000     0.000     0.000        2   ActionController::Base#allow_forgery_protection
  0.04      0.000     0.000     0.000     0.000        4   <Class::ActiveSupport::Inflector::Inflections>#instance
  0.04      0.001     0.000     0.000     0.001        1   Analytical::Api#body_append_javascript
  0.04      0.000     0.000     0.000     0.000        1   ActionDispatch::Cookies::SerializedCookieJars#deserialize
  0.04      0.000     0.000     0.000     0.000        1   Rack::Test::Cookie#matches?
  0.04      0.000     0.000     0.000     0.000        3   ActionDispatch::Response#build_buffer
  0.04      0.000     0.000     0.000     0.000        2   MonitorMixin#initialize
  0.04      0.013     0.000     0.000     0.013        1   ActionController::Instrumentation#render
  0.04      0.000     0.000     0.000     0.000        3   ActionDispatch::Request#check_method
  0.04      0.016     0.000     0.000     0.016        1   ActionDispatch::Routing::RouteSet::Dispatcher#serve
  0.04      0.000     0.000     0.000     0.000        3   ActionDispatch::RemoteIp::GetIp#ips_from
  0.04      0.000     0.000     0.000     0.000        4   <Class::ActionDispatch::Request::Session::Options>#find
  0.04      0.000     0.000     0.000     0.000        1   Enumerator#each
  0.04      0.000     0.000     0.000     0.000        2   Rack::Runtime#clock_time
  0.04      0.000     0.000     0.000     0.000        2   ActionDispatch::Response#status=
  0.04      0.000     0.000     0.000     0.000        6   <Module::URI>#scheme_list
  0.04      0.000     0.000     0.000     0.000        2   ActionController::StrongParameters#params
  0.04      0.016     0.000     0.000     0.016        1   ActionController::Metal#dispatch
  0.04      0.000     0.000     0.000     0.000        2   ActionController::Renderers#_render_to_body_with_renderer
  0.04      0.000     0.000     0.000     0.000        2   Rack::Request#path
  0.04      0.000     0.000     0.000     0.000        2   <Module::Mime>#[]
  0.04      0.000     0.000     0.000     0.000        1   ActiveSupport::MessageVerifier#generate
  0.04      0.000     0.000     0.000     0.000        2   ActionController::Parameters#[]
  0.04      0.000     0.000     0.000     0.000        1   ActionView::Layouts#initialize
  0.04      0.018     0.000     0.000     0.018        1   Rails::Application#call
  0.04      0.000     0.000     0.000     0.000        1   ActionDispatch::Cookies::SignedCookieJar#initialize
  0.04      0.000     0.000     0.000     0.000        2   ActionDispatch::Http::Cache::Response#cache_control_headers
  0.04      0.000     0.000     0.000     0.000        5   Hash#blank?
  0.04      0.000     0.000     0.000     0.000        2   ActionDispatch::Journey::Path::Pattern#match
  0.04      0.000     0.000     0.000     0.000        1   Rack::Response#write
  0.04      0.000     0.000     0.000     0.000        1   Rack::Request#GET
  0.04      0.000     0.000     0.000     0.000        4   Array#flatten
  0.04      0.000     0.000     0.000     0.000        2   Sprockets::Rails::HelperAssetResolvers::Manifest#asset_path
  0.04      0.017     0.000     0.000     0.017        1   Rack::ConditionalGet#call
  0.04      0.013     0.000     0.000     0.013        1   AbstractController::Rendering#render
  0.04      0.000     0.000     0.000     0.000        2   ActionController::Rendering#_normalize_args
  0.04      0.000     0.000     0.000     0.000        4   <Class::ActionDispatch::Request::Utils>#perform_deep_munge
  0.04      0.013     0.000     0.000     0.013        1   ActionController::Rendering#process_action
  0.04      0.000     0.000     0.000     0.000        3   ActiveRecord::ConnectionHandling#connection
  0.04      0.000     0.000     0.000     0.000        1   ActionView::PartialRenderer#render_partial
  0.04      0.000     0.000     0.000     0.000        2   AbstractController::Rendering#_normalize_args
  0.04      0.000     0.000     0.000     0.000        3   String#include?
  0.04      0.018     0.000     0.000     0.018        1   ActiveSupport::Cache::Strategy::LocalCache::Middleware#call
  0.04      0.000     0.000     0.000     0.000        1   ActionController::RackDelegation#response_body=
  0.04      0.000     0.000     0.000     0.000        1   Rails::Rack::Logger#started_request_message
  0.04      0.000     0.000     0.000     0.000        6   Hash#default
  0.04      0.000     0.000     0.000     0.000        2   Analytical::Api::ImmediateDelegateHelper#method_missing
  0.04      0.000     0.000     0.000     0.000        3   Analytical::Modules::Console#check_for_console
  0.04      0.000     0.000     0.000     0.000        2   Hash#with_indifferent_access
  0.03      0.000     0.000     0.000     0.000        9   String#b
  0.03      0.000     0.000     0.000     0.000        1   Analytical::Modules::Console#initialize
  0.03      0.000     0.000     0.000     0.000        1   ActionDispatch::Cookies::CookieJar#[]=
  0.03      0.012     0.000     0.000     0.012        3  *ActionView::Template#instrument
  0.03      0.000     0.000     0.000     0.000        2   ActionView::Context#_prepare_context
  0.03      0.000     0.000     0.000     0.000        1   AbstractController::Base#_valid_action_name?
  0.03      0.000     0.000     0.000     0.000        5   Symbol#to_proc
  0.03      0.000     0.000     0.000     0.000        1   Analytical::Api#method_missing
  0.03      0.000     0.000     0.000     0.000        2   <Class::Gem::Version>#new
  0.03      0.000     0.000     0.000     0.000        1   Rack::MockResponse#initialize
  0.03      0.000     0.000     0.000     0.000        2   Sprockets::Rails::HelperAssetResolvers::Manifest#digest_path
  0.03      0.000     0.000     0.000     0.000        3   Hash#default_proc
  0.03      0.004     0.000     0.000     0.004        2   Sprockets::Rails::HelperAssetResolvers::Environment#asset_path
  0.03      0.000     0.000     0.000     0.000        3   ActionView::LookupContext::DetailsCache#details_key
  0.03      0.000     0.000     0.000     0.000        1   ActionController::Metal#initialize
  0.03      0.000     0.000     0.000     0.000        6   String#encode
  0.03      0.000     0.000     0.000     0.000        2   ActionDispatch::Request#remote_ip
  0.03      0.000     0.000     0.000     0.000        1   Digest::Base#<<
  0.03      0.000     0.000     0.000     0.000        2   Sprockets::Manifest#assets
  0.03      0.000     0.000     0.000     0.000        1   Hash#replace
  0.03      0.000     0.000     0.000     0.000        1   <Class::ActionDispatch::Request::Session>#create
  0.03      0.000     0.000     0.000     0.000        2   ActionView::PathSet#find
  0.03      0.000     0.000     0.000     0.000        2   ActionDispatch::Request#remote_addr
  0.03      0.000     0.000     0.000     0.000       12   BasicObject#__id__
  0.03      0.000     0.000     0.000     0.000        1   ActionController::LogSubscriber#process_action
  0.03      0.000     0.000     0.000     0.000        3   Analytical::Modules::Console#escape
  0.03      0.000     0.000     0.000     0.000        1   Analytical::Modules::Clicky#identify
  0.03      0.000     0.000     0.000     0.000        1   ActionDispatch::Callbacks#_call_callbacks
  0.03      0.001     0.000     0.000     0.001        3   Analytical::SessionCommandStore#ensure_session_setup!
  0.03      0.000     0.000     0.000     0.000        3   ActiveSupport::JSON::Encoding::JSONGemEncoder#initialize
  0.03      0.000     0.000     0.000     0.000        4   String#strip
  0.03      0.000     0.000     0.000     0.000        8   BasicObject#initialize
  0.03      0.000     0.000     0.000     0.000        3   Rack::Request#script_name
  0.03      0.004     0.000     0.000     0.004        2   Sprockets::Rails::HelperAssetResolvers::Environment#digest_path
  0.03      0.000     0.000     0.000     0.000        3   ActionView::RoutingUrlFor#url_for
  0.03      0.000     0.000     0.000     0.000        2   ActionDispatch::Response::RackBody#respond_to?
  0.03      0.000     0.000     0.000     0.000        2   ActionDispatch::Request#parse_query
  0.03      0.000     0.000     0.000     0.000        2   ActionController::Streaming#_process_options
  0.03      0.001     0.000     0.000     0.001        2   ActionDispatch::Request::Session#id
  0.03      0.000     0.000     0.000     0.000        1   ActionController::TemplateAssertions#setup_subscriptions
  0.03      0.000     0.000     0.000     0.000        1   Rack::Request#ip
  0.03      0.000     0.000     0.000     0.000        1   ActionDispatch::Cookies::CookieJar#update
  0.03      0.000     0.000     0.000     0.000        1   ActionDispatch::Response#rack_response
  0.03      0.000     0.000     0.000     0.000        2   MonitorMixin::ConditionVariable#broadcast
  0.03      0.000     0.000     0.000     0.000        1   ActionController::Metal#response_body=
  0.03      0.000     0.000     0.000     0.000        2   <Class::ActionDispatch::Response>#default_headers
  0.03      0.000     0.000     0.000     0.000        5   <Class::URI::Generic>#default_port
  0.03      0.000     0.000     0.000     0.000        3   URI::Generic#set_scheme
  0.03      0.000     0.000     0.000     0.000        1   String#underscore
  0.03      0.000     0.000     0.000     0.000        1   ActionController::Metal#session
  0.03      0.000     0.000     0.000     0.000        2   ActionDispatch::Cookies::SerializedCookieJars#serializer
  0.03      0.000     0.000     0.000     0.000        1   ActionView::Layouts#_default_layout
  0.03      0.000     0.000     0.000     0.000        1   ActionDispatch::Cookies::CookieJar#initialize
  0.03      0.000     0.000     0.000     0.000        2   Hash#symbolize_keys
  0.03      0.000     0.000     0.000     0.000        2   Mime::Mimes#symbols
  0.03      0.000     0.000     0.000     0.000        2   ActiveRecord::ConnectionAdapters::AbstractAdapter#log
  0.03      0.000     0.000     0.000     0.000        1   ActiveRecord::Railties::ControllerRuntime::ClassMethods#log_process_action
  0.03      0.000     0.000     0.000     0.000        1   ActiveSupport::TaggedLogging#flush
  0.03      0.000     0.000     0.000     0.000        1   <Class::ActionDispatch::Http::ParameterFilter::CompiledFilter>#compile
  0.03      0.000     0.000     0.000     0.000        2   ActionController::RequestForgeryProtection#protect_against_forgery?
  0.03      0.000     0.000     0.000     0.000        1   ActiveRecord::Railties::ControllerRuntime#append_info_to_payload
  0.03      0.001     0.000     0.000     0.001        1   Analytical::Api#initialize
  0.03      0.000     0.000     0.000     0.000        2   Sprockets::Transformers#expand_transform_accepts
  0.03      0.000     0.000     0.000     0.000        1   SQLite3::Database#transaction
  0.03      0.000     0.000     0.000     0.000        4   String#valid_encoding?
  0.03      0.017     0.000     0.000     0.017        1   Rack::Session::Abstract::Persisted#context
  0.03      0.016     0.000     0.000     0.015        1   AbstractController::Base#process
  0.03      0.000     0.000     0.000     0.000        1   Rack::Test::Session#initialize
  0.03      0.000     0.000     0.000     0.000        2   Rack::Request#split_ip_addresses
  0.03      0.000     0.000     0.000     0.000        2   <Class::ActiveSupport::HashWithIndifferentAccess>#new_from_hash_copying_default
  0.03      0.000     0.000     0.000     0.000        2   Kernel#loop
  0.03      0.000     0.000     0.000     0.000        1   PageController#_layout
  0.03      0.000     0.000     0.000     0.000        4   String#capitalize
  0.03      0.000     0.000     0.000     0.000        1   ActiveSupport::MessageVerifier#decode
  0.03      0.000     0.000     0.000     0.000        1   Analytical::Modules::Google#event
  0.03      0.013     0.000     0.000     0.013        1   ActionController::Rendering#render
  0.03      0.013     0.000     0.000     0.013        2  *ActionView::Rendering#_render_template
  0.03      0.000     0.000     0.000     0.000        1   ActionDispatch::Http::MimeNegotiation#valid_accept_header
  0.03      0.000     0.000     0.000     0.000        6   Integer#to_i
  0.03      0.003     0.000     0.000     0.003        1   ActionView::Helpers::AssetUrlHelper#javascript_path
  0.03      0.000     0.000     0.000     0.000        1   Analytical::Modules::Console#track
  0.03      0.000     0.000     0.000     0.000        3   MatchData#[]
  0.03      0.000     0.000     0.000     0.000        2   ActionView::LookupContext#registered_details
  0.03      0.000     0.000     0.000     0.000        2   Rack::Request#ssl?
  0.03      0.012     0.000     0.000     0.012        3  *ActionView::Template#render
  0.03      0.000     0.000     0.000     0.000        1   Analytical::Modules::Console#identify
  0.03      0.000     0.000     0.000     0.000        6   Array#unshift
  0.03      0.000     0.000     0.000     0.000        1   Rack::Response#finish
  0.03      0.000     0.000     0.000     0.000        2   ActionView::AbstractRenderer#extract_details
  0.03      0.000     0.000     0.000     0.000        3   String#encode!
  0.03      0.000     0.000     0.000     0.000        1   Rails::Rack::Logger#development?
  0.03      0.000     0.000     0.000     0.000        1   Rails::Application#build_original_fullpath
  0.03      0.000     0.000     0.000     0.000        1   Rack::Test::Session#retry_with_digest_auth?
  0.03      0.000     0.000     0.000     0.000        2   #<Class:0x006150c87103e8>#asset_host
  0.03      0.000     0.000     0.000     0.000        2   <Class::Mime::Type>#lookup
  0.03      0.000     0.000     0.000     0.000        1   ActionDispatch::Routing::RouteSet::Dispatcher#controller_reference
  0.03      0.004     0.000     0.000     0.004        2   Sprockets::Rails::HelperAssetResolvers::Environment#find_asset
  0.03      0.018     0.000     0.000     0.018        1   ActionDispatch::RequestId#call
  0.03      0.000     0.000     0.000     0.000        3   ActionView::Template#method_name
  0.03      0.000     0.000     0.000     0.000        3   String#constantize
  0.03      0.000     0.000     0.000     0.000        1   Analytical::Api#available_modules
  0.03      0.000     0.000     0.000     0.000        1   Rack::Utils::KeySpaceConstrainedParams#[]=
