Measure Mode: allocations
Thread ID: 53499760661280
Fiber ID: 53499815771480
Total: 3216.000000
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.03    181.000     1.000     0.000   180.000        1   ActionView::PartialRenderer#render
  0.03     18.000     1.000     0.000    17.000        1   ActionView::PartialRenderer#setup
  0.03     12.000     1.000     0.000    11.000       13   Array#map!
  0.03     24.000     1.000     0.000    23.000        1   ActionView::PartialRenderer#find_template
  0.03      4.000     1.000     0.000     3.000        1   Analytical::Modules::Console#track
  0.03      1.000     1.000     0.000     0.000        1   Analytical::Modules::Clicky#track
  0.03     17.000     1.000     0.000    16.000        1   Analytical::Modules::Console#event
  0.03      3.000     1.000     0.000     2.000        1   ActionDispatch::Journey::GTG::TransitionTable#move
  0.03     20.000     1.000     0.000    19.000        4   ActionView::PathSet#_find_all
  0.03      1.000     1.000     0.000     0.000        2   StringScanner#scan
  0.03     11.000     1.000     0.000    10.000        1   ActionDispatch::Journey::GTG::Simulator#memos
  0.03     41.000     1.000     0.000    40.000        1   ActionDispatch::Journey::Router#find_routes
  0.03      1.000     1.000     0.000     0.000        1   Rack::Request#path_info=
  0.03   2615.000     1.000     0.000  2614.000        1   Rack::ConditionalGet#call
  0.03   2616.000     1.000     0.000  2615.000        1   Rack::Head#call
  0.03      1.000     1.000     0.000     0.000        1   Array#[]
  0.03      1.000     1.000     0.000     0.000        1   Rack::Request#content_length
  0.03   2619.000     1.000     0.000  2618.000        1   ActionDispatch::Flash#call
  0.03      1.000     1.000     0.000     0.000        1   ActionDispatch::Request::Session#initialize
  0.03     36.000     1.000     0.000    35.000        1   Analytical::Modules::Console#identify
  0.03      1.000     1.000     0.000     0.000        1   ActionController::Metal#response_body=
  0.03   2657.000     1.000     0.000  2656.000        1   ActiveRecord::ConnectionAdapters::ConnectionManagement#call
  0.03   2663.000     1.000     0.000  2662.000        1   ActionDispatch::RemoteIp#call
  0.03   2144.000     1.000     0.000  2143.000        1   ActionView::TemplateRenderer#render_template
  0.03      5.000     1.000     0.000     4.000        1   ActionController::Rendering#_process_format
  0.03      3.000     1.000     0.000     2.000        1   Time#to_default_s
  0.03      5.000     1.000     0.000     4.000        2   Rack::Request#split_ip_addresses
  0.03      7.000     1.000     0.000     6.000        1   ActiveRecord::Railties::ControllerRuntime::ClassMethods#log_process_action
  0.03      5.000     1.000     0.000     4.000        1   ActiveSupport::StringInquirer#method_missing
  0.03      6.000     1.000     0.000     5.000        1   Rails::Rack::Logger#development?
  0.03      4.000     1.000     0.000     3.000        1   ActionDispatch::Response#rack_response
  0.03      2.000     1.000     0.000     1.000        1   ActionDispatch::Response#assign_default_content_type_and_charset!
  0.03   2721.000     1.000     0.000  2720.000        1   ActiveSupport::TaggedLogging::Formatter#tagged
  0.03   2722.000     1.000     0.000  2721.000        1   ActiveSupport::TaggedLogging#tagged
  0.03   2725.000     1.000     0.000  2724.000        1   Rails::Rack::Logger#call
  0.03      1.000     1.000     0.000     0.000        1   Rack::ETag#skip_caching?
  0.03      2.000     1.000     0.000     1.000        1   ActionDispatch::Response::RackBody#each
  0.03      1.000     1.000     0.000     0.000        1   <Module::OpenSSL::Random>#random_bytes
  0.03      1.000     1.000     0.000     0.000        1   ActionDispatch::RequestId#external_request_id
  0.03   2744.000     1.000     0.000  2743.000        1   ActionDispatch::RequestId#call
  0.03   2752.000     1.000     0.000  2751.000        1   Rack::Runtime#call
  0.03      1.000     1.000     0.000     0.000        1   ActiveSupport::Cache::Store#initialize
  0.03      2.000     1.000     0.000     1.000        1   ActiveSupport::Cache::Strategy::LocalCache::LocalStore#initialize
  0.03      1.000     1.000     0.000     0.000        1   Digest::Base#finish
  0.03      1.000     1.000     0.000     0.000        1   ActionDispatch::FileHandler#valid_path?
  0.03     20.000     1.000     0.000    19.000        1   Rack::Session::Abstract::Persisted#commit_session
  0.03      1.000     1.000     0.000     0.000        1   ActionDispatch::Session::CookieStore#set_session
  0.03      2.000     1.000     0.000     1.000        1   Rack::Test::Cookie#path
  0.03      1.000     1.000     0.000     0.000        1   Array#pack
  0.03      1.000     1.000     0.000     0.000        1   Rack::Test::Cookie#secure?
  0.03      1.000     1.000     0.000     0.000        1   Rack::Test::Cookie#expires
  0.03     24.000     1.000     0.000    23.000        1   Rack::Test::CookieJar#hash_for
  0.03     28.000     1.000     0.000    27.000        1   Rack::Test::CookieJar#for
  0.03      1.000     1.000     0.000     0.000        1   ActiveSupport::TaggedLogging#flush
  0.03   2980.000     1.000     0.000  2979.000        1   Rack::Test::Session#process_request
  0.03      1.000     1.000     0.000     0.000        2   StringIO#initialize
  0.03      1.000     1.000     0.000     0.000        1   Rack::Test::Session#headers_for_env
  0.03      8.000     1.000     0.000     7.000        5  *Rack::BodyProxy#each
  0.03     18.000     1.000     0.000    17.000        5  *Rack::BodyProxy#close
  0.03    427.000     1.000     0.000   426.000        1   ActionView::Helpers::AssetUrlHelper#stylesheet_path
  0.03      1.000     1.000     0.000     0.000        1   Rack::Test::Session#retry_with_digest_auth?
  0.03     58.000     1.000     0.000    57.000        2   ActionDispatch::Request#remote_ip
  0.03   3160.000     1.000     0.000  3159.000        1   BrowsingTest#test_homepage
  0.03     45.000     1.000     0.000    44.000        1   <Class::ActionDispatch::TestResponse>#from_response
  0.03      1.000     1.000     0.000     0.000        1   String#delete
  0.03      1.000     1.000     0.000     0.000        3   <Class::ActiveSupport::Callbacks::Filters::Environment>#new
  0.03     13.000     1.000     0.000    12.000        1   ActiveRecord::TestFixtures#teardown_fixtures
  0.03      1.000     1.000     0.000     0.000       18   Array#pop
  0.03   2325.000     1.000     0.000  2324.000        9  *ActiveSupport::Notifications::Instrumenter#instrument
  0.03      1.000     1.000     0.000     0.000        1   ActiveRecord::ConnectionAdapters::Transaction#initialize
  0.03      1.000     1.000     0.000     0.000       42   Array#shift
  0.03      4.000     1.000     0.000     3.000        1   ActionView::Rendering#_process_format

* indicates recursively called methods
